with_zx,span,comp_state,prefix,time,data,mrt_file,status
1,1024,comp,192.160.42.0/24,1.525,2093924,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.160.42.0/24,0.556,350532,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,193.41.88.0/24,7.859,29135300,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.41.88.0/24,1.867,2561628,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.41.88.0/24,0.689,486644,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,193.235.80.0/24,8.924,29613140,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.235.80.0/24,0.783,656060,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.235.80.0/24,0.651,504020,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,194.146.150.0/24,7.695,30047540,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,194.146.150.0/24,1.081,1113628,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,194.146.150.0/24,0.690,493884,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,195.196.50.0/24,8.051,30680316,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,195.196.50.0/24,1.472,1779708,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,195.196.50.0/24,0.597,375148,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,197.218.10.0/24,8.204,31004668,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,197.218.10.0/24,2.861,2017180,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,197.218.10.0/24,0.426,246276,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,198.164.77.0/24,7.074,31275444,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,198.164.77.0/24,1.651,2597828,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,198.164.77.0/24,0.592,331708,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,199.79.166.0/24,8.657,31688124,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,199.79.166.0/24,0.727,556148,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,199.79.166.0/24,0.687,431620,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,200.3.105.0/24,8.750,32099356,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.3.105.0/24,0.926,912356,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.3.105.0/24,0.403,246276,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,200.88.52.0/24,8.705,31941524,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.88.52.0/24,1.150,1230916,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.88.52.0/24,0.592,343292,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,201.151.242.0/24,8.280,32552580,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,201.151.242.0/24,2.536,1406124,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,201.151.242.0/24,0.935,241932,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,202.12.30.0/24,8.632,32836388,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.12.30.0/24,1.407,1731924,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.12.30.0/24,0.528,393972,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,202.87.241.0/24,8.258,33068068,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.87.241.0/24,1.519,2004148,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.87.241.0/24,0.558,392524,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,202.180.221.0/24,8.465,33289612,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.180.221.0/24,1.606,2351668,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.180.221.0/24,0.525,369356,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,203.92.54.0/24,7.891,33624100,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,203.92.54.0/24,0.420,244828,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,203.92.54.0/24,0.591,396868,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,203.195.112.0/24,8.208,33792068,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,203.195.112.0/24,0.671,559044,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,203.195.112.0/24,0.406,246276,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,204.96.137.0/24,8.189,34145380,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,204.96.137.0/24,1.023,900772,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,204.96.137.0/24,0.527,386732,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,205.176.151.0/24,8.848,34390092,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,205.176.151.0/24,1.213,1135348,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,205.176.151.0/24,0.527,286820,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,206.246.81.0/24,8.094,34766572,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,206.246.81.0/24,1.381,1484316,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,206.246.81.0/24,0.536,279580,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,208.66.148.0/24,12.250,34558060,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,208.66.148.0/24,1.474,1831836,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,208.66.148.0/24,0.544,312884,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,209.67.188.0/24,5.718,35416724,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,209.67.188.0/24,2.483,2028764,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,209.67.188.0/24,0.529,285372,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,210.68.138.0/24,8.452,35690396,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,210.68.138.0/24,1.712,2573212,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,210.68.138.0/24,0.425,244828,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,211.247.57.0/24,11.119,35513740,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,211.247.57.0/24,1.021,330260,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,211.247.57.0/24,0.416,244828,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,213.147.83.0/24,8.329,35950662,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,213.147.83.0/24,0.899,887740,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,213.147.83.0/24,0.537,308540,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,216.83.46.0/24,8.523,35955006,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,216.83.46.0/24,1.208,1181684,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,216.83.46.0/24,0.453,249172,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,217.10.184.0/24,8.454,35944870,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,217.10.184.0/24,1.007,288268,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,217.10.184.0/24,0.404,246276,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,220.132.0.0/16,10.124,35894190,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,comp,220.132.0.0/16,0.940,752862,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,220.132.0.0/16,0.961,249172,http://data.ris.ripe.net/rrc19/2018.01/bview.20180101.0000.gz,
0,0,none,1.0.4.0/24,0.535,244804,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,1.0.4.0/24,0.501,239478,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,1.0.4.0/24,0.564,223084,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,5.156.101.0/24,1.093,587980,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,5.156.101.0/24,1.100,554676,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,5.156.101.0/24,0.690,333154,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,13.111.3.0/24,1.403,913780,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,13.111.3.0/24,1.438,915228,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,13.111.3.0/24,0.879,464922,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,23.229.84.0/24,1.832,1408996,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,23.229.84.0/24,1.606,1430716,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,23.229.84.0/24,0.526,317227,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,27.121.88.0/24,1.870,1798508,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,27.121.88.0/24,2.322,1789820,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,27.121.88.0/24,0.403,246275,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,2001:67c:5d4::/48,5.004,1843396,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2001:67c:5d4::/48,2.232,2069284,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2001:67c:5d4::/48,0.403,217315,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2001:4d78:300::/40,1.984,2054804,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2001:4d78:300::/40,2.634,2108380,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2001:4d78:300::/40,0.454,246275,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2405:d300:20::/48,1.725,2135892,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2405:d300:20::/48,2.836,2082316,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2405:d300:20::/48,0.406,246275,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2600:6:ff09::/48,1.952,2453004,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2600:6:ff09::/48,2.711,2340060,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2600:6:ff09::/48,0.975,270891,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2606:2a00::/32,2.912,2454452,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2606:2a00::/32,1.742,2445764,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2606:2a00::/32,0.557,347635,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,38.69.140.0/24,3.110,2470380,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,38.69.140.0/24,3.205,2515268,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,38.69.140.0/24,0.528,372251,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,2804:c24::/32,3.314,2645588,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2804:c24::/32,0.525,312883,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2804:c24::/32,0.733,407003,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,41.215.164.0/24,1.989,2904780,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,41.215.164.0/24,0.811,577867,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,41.215.164.0/24,0.594,370803,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,2a02:540:e::/48,3.677,2780252,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2a02:540:e::/48,0.773,579315,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2a02:540:e::/48,0.687,479403,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2a05:5504:6::/48,4.412,2761428,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2a05:5504:6::/48,0.681,556147,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2a05:5504:6::/48,0.733,440307,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2c0f:f3c8::/32,2.359,3294292,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2c0f:f3c8::/32,1.926,873259,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2c0f:f3c8::/32,0.656,444651,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,46.19.77.0/24,3.670,3686700,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,46.19.77.0/24,2.184,1272907,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,46.19.77.0/24,0.682,417139,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,49.248.221.0/24,3.910,3992228,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,49.248.221.0/24,1.475,1860795,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,49.248.221.0/24,1.013,227451,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,59.0.173.0/24,3.849,4365812,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,59.0.173.0/24,1.407,2211211,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,59.0.173.0/24,0.406,244827,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,62.76.254.0/24,4.133,4691612,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,62.76.254.0/24,1.736,2503707,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,62.76.254.0/24,0.021,0,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,64.55.34.0/24,4.448,5105740,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,64.55.34.0/24,0.681,572075,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,64.55.34.0/24,0.544,269443,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,65.48.180.0/24,4.318,5398236,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,65.48.180.0/24,0.902,842851,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,65.48.180.0/24,0.660,475059,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,66.152.112.0/24,4.370,5774094,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,66.152.112.0/24,1.210,1249739,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,66.152.112.0/24,0.426,244827,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,67.229.86.0/24,2.738,6391564,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,67.229.86.0/24,1.351,1582779,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,67.229.86.0/24,0.424,246275,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,69.167.112.0/24,5.091,6639172,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,69.167.112.0/24,1.603,2050483,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,69.167.112.0/24,0.424,246275,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,72.246.118.0/24,4.691,6972212,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,72.246.118.0/24,1.657,2483435,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,72.246.118.0/24,0.732,553251,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,77.77.24.0/24,5.286,7464532,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,77.77.24.0/24,0.812,588003,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,77.77.24.0/24,0.590,291163,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,79.177.190.0/24,6.656,7558652,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,79.177.190.0/24,0.906,944211,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,79.177.190.0/24,0.558,378043,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,82.144.75.0/24,4.934,8230524,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,82.144.75.0/24,0.520,359219,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,82.144.75.0/24,0.594,311435,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,85.196.15.0/24,5.107,8818412,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,85.196.15.0/24,0.924,718323,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,85.196.15.0/24,0.589,396867,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,89.42.48.0/24,5.493,9258604,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,89.42.48.0/24,1.207,1223675,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,89.42.48.0/24,0.534,376595,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,91.208.36.0/24,3.767,9963780,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,91.208.36.0/24,1.399,2004147,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,91.208.36.0/24,0.528,386731,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,92.45.97.0/24,5.388,10377908,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,92.45.97.0/24,0.014,0,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,92.45.97.0/24,0.652,569179,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,94.79.111.0/24,7.415,10424244,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,94.79.111.0/24,0.868,740043,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,94.79.111.0/24,0.426,246275,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,95.187.137.0/24,5.296,11339380,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,95.187.137.0/24,1.990,1012267,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,95.187.137.0/24,0.593,379492,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,103.4.190.0/24,5.886,11550788,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.4.190.0/24,1.437,1572643,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.4.190.0/24,0.651,440308,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,103.47.92.0/24,5.812,12266134,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.47.92.0/24,1.603,2108403,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.47.92.0/24,0.734,548908,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,103.89.251.0/24,5.777,12761316,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.89.251.0/24,1.661,2563075,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.89.251.0/24,0.534,379492,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,103.224.243.0/24,7.232,12964036,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.224.243.0/24,0.784,674884,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.224.243.0/24,0.778,676332,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,104.141.0.0/16,8.064,13353548,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,104.141.0.0/16,1.295,1238156,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,104.141.0.0/16,0.531,398316,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,107.167.11.0/24,5.994,14013836,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,107.167.11.0/24,0.554,385284,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,107.167.11.0/24,0.427,244828,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,109.239.195.0/24,7.022,14206420,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,109.239.195.0/24,0.812,737148,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,109.239.195.0/24,0.654,492436,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
0,0,none,112.76.163.0/24,4.002,14895668,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
1,1024,comp,112.76.163.0/24,1.080,1038332,http://data.ris.ripe.net/rrc11/2018.01/bview.20180101.0000.gz,
